,Date,News,High,Low,Open,Close,Volume,Adj Close,Pct Change,Sign
0,2016-06-03,"Mattress Firm Holding Enters Oversold Territory (MFRM). Gold, Gold Miners Spike After Horrid Jobs Data; Bank ETFs Whacked",210.69000244140625,208.8600006103516,210.25,210.27999877929688,101757100.0,193.49533081054688,-8.658952709229858,-1.0
1,2016-06-06,"Dull U.S. Job Data Brighten These ETFs. Mid-Day Report: No Expectations of Yellen Raising Rates Today. Bank of America (BAC) Stock Is Just a Roll of the Dice. S&P ETFs Nab Another 2016 High As Oil Spike Boosts Energy Stocks. No Expectations of Yellen Raising Rates Today. Citigroup Inc – C Stock Is on the Brink of Another Tumble. ETF Preview: ETFs, Futures Modestly Higher as Street Awaits Yellen Speech. Advanced Micro Devices, Inc.: AMD’s Killer Year Could Be Over. Mid-Day ETF Update: ETFs, Stocks Pare Gains as Yellen Maintains Stance on Interest Rate Hike, But Provides No Timing",211.7700042724609,210.50999450683597,210.6999969482422,211.3500061035156,64887000.0,194.47998046875,-8.340198533750112,-1.0
2,2016-06-07,"Vanguard Institutional Index Fund: Part of the Largest Mutual Funds on Earth. Relative Strength Alert For Ionis Pharmaceuticals. Health ETFs Wilt But Broad U.S. Stock Market Continues To Rally. Summer’s Stock Market Forecast: A Chilly S&P 500. ETF Preview: ETFs, Futures Higher as Revised Q1 Productivity Show Narrower Decline Than Initially Reported. Catalent Becomes Oversold (CTLT). MON Crosses Above 2% Yield Territory. 3 Cheap High-Yield Dividend Stocks You Can Buy Right Now. Mid-Day ETF Update: ETFs, Stocks Continue Gains on Revised Q1 Productivity Data, Crude Oil Pops to $50 A Barrel. What Makes 'Quality' ETFs Special",212.33999633789062,211.5,211.52999877929688,211.67999267578125,60974800.0,194.7836151123047,-8.597429335797505,-1.0
3,2016-06-08,"Healthcare and Dividend: 2 ETFs to Watch on Outsized Volume. ETFs to Gain or Lose if Trump Wins Presidential Election. ETF Preview: ETFs, Futures Higher, Buoyed by Crude Oil Gains; Jobs, Services Sector Data Still Ahead. 3 Stocks to Watch on Wednesday: Dave & Buster’s Entertainment, Inc. (PLAY), LendingClub Corp (LC) and SPDR S&P 500 ETF Trust (SPY). 5 Picks to Ride on Smart Beta ETF Craze. The “BLD Portfolio”: 3 Stocks to Buy for Every Meal. This ETF Is A Long-Term Growth Play On Tesla And Lithium Batteries. Mid-Day ETF Update: ETFs, Stocks Still Higher Even As Crude Prices Trim Gains Following Inventory Data",212.5200042724609,211.69000244140625,211.83999633789062,212.3699951171875,66170900.0,195.4185485839844,-8.403218564919829,-1.0
4,2016-06-09,"Oversold Conditions For Restoration Hardware Holdings (RH). SPY, EVX: Big ETF Outflows. Oil Dips, George Soros Takes Bearish Stance. ETF Preview: ETFs, Futures Trim Losses Following Upbeat Jobless Claims Data. iShares MSCI Emerging Markets ETF (EEM) Gets Boost as Rate Hike Fears Diminish. Wynn Resorts (WYNN) Shares Cross 2% Yield Mark. The 3 Best Ways to Buy the S&P 500. Mid-Day ETF Update: ETFs, Stocks Lower; Strong Jobless Claims, Wholesale Inventories Data Fuel Rate Hike Speculation",212.22000122070312,211.19000244140625,211.50999450683597,212.0800018310547,73786900.0,195.15167236328125,-8.382363289771423,-1.0
5,2016-06-10,"Relative Strength Alert For Cavium. Oversold Conditions For INC Research Holdings (INCR). Deutsche Lufthansa Becomes Oversold (DLAKY). AEGON is Now Oversold (AEG). Nothing Changes Sentiment Like Price. SPY ETF Suffers Mild Weekly Loss As Stocks Retreat From 2016 Highs. U.S. Large-Cap Value and Coffee: 2 ETFs to Watch on Outsized Volume. 3 Stock Turnaround Stories That May Work (Macy’s, MSFT, CNX). Need More Interest in Gold? Check the German Bund Yield. SPDR S&P 500 ETF Trust (SPY): S&P 500 Lovers, Pick Your Poison. ETF Preview: ETFs, Stocks Weaker as Street Frets Ahead of Next Week's Fed Meeting; ""Brexit"" Concerns Weigh. 58.com Becomes Oversold (WUBA). Orix is Now Oversold (IX). Oversold Conditions For Primoris Services (PRIM). Oversold Conditions For Myriad Genetics (MYGN). Sonic Enters Oversold Territory (SONC). 7 Best ETF Picks: Investing Nimbly With Some Excitement Thrown In. Mid-Day ETF Update: ETFs, Stocks In the Red As Interest Rate HIke, Brexit Continue to Spark Concerns. Federal Reserve: Everything to Know About the Fed, Financials and Interest Rates",210.8600006103516,209.42999267578125,210.4600067138672,210.07000732421875,113829200.0,193.3021240234375,-8.87619977127066,-1.0
6,2016-06-13,"PRA Group Becomes Oversold (PRAA). Relative Strength Alert For SunPower. Colliers International Group is Now Oversold (CIGI). RSI Alert: MGIC Investment (MTG) Now Oversold. Prestige Brands Holdings Enters Oversold Territory (PBH). Top ETFs of the Best Sectors This Year. Leveraged Treasury and U.K.: 2 ETFs to Watch on Outsized Volume. ETF Preview: ETFs, Futures Point Lower as Street Frets Ahead of Fed's Policy Meeting, ""Brexit,"". Market Timing Part 9: Yield Curve Model. RSI Alert: Financial Engines (FNGN) Now Oversold. Oversold Conditions For Proto Labs (PRLB). Travelport Worldwide Becomes Oversold (TVPT). Relative Strength Alert For Sumitomo Mitsui Financial Group. Brookdale Senior Living is Now Oversold (BKD). Oversold Conditions For Babcock & Wilcox Enterprises (BW). Houghton Mifflin Harcourt is Now Oversold (HMHC). Markit Becomes Oversold (MRKT). OneMain Holdings is Now Oversold (OMF). Cooper Tire & Rubber Enters Oversold Territory (CTB). Mid-Day ETF Update: ETFs, Stocks Trim Losses as Crude Oil Picks Up; ""Brexit,"" Fed Policy Meeting Still Weigh",210.3699951171875,208.3500061035156,209.3600006103516,208.4499969482422,117751200.0,191.8114013671875,-9.14888224478925,-1.0
7,2016-06-14,"RSI Alert: La Quinta Holdings (LQ) Now Oversold. Relative Strength Alert For Telecom Italia. RSI Alert: Santander Consumer USA Holdings (SC) Now Oversold. Air Liquide Becomes Oversold (AIQUY). DASTY Becomes Oversold (DASTY). Relative Strength Alert For Signature Bank. Oversold Conditions For Hexcel (HXL). Relative Strength Alert For Affiliated Managers Group. RSI Alert: EnPro Industries (NPO) Now Oversold. Oversold Conditions For Dillard's (DDS). Koninklijke Philips Enters Oversold Territory (PHG). Mobileye NV Amsterdam is Now Oversold (MBLY). RSI Alert: DSW Now Oversold. China Dealt A Blow As Its Stocks Fail To Get Key Index Nod Again. Retail Sales, Imports & Exports All Better than Expected. ETF Preview: ETFs, Futures Point Lower as Decline in Crude Oil, Brexit and Fed Worries Overshadow Economic Data. Relative Strength Alert For Rolls Royce Group. Time In The Markets, Not 'Timing' The Markets? At Least Know The Facts. Mid-day ETF Update: ETFs, Stocks Continue Slide as Worries Over Fed Meeting, Brexit Persist. U.S. Bond ETFs Benefit From Global Yield Shortage",208.7400054931641,206.9199981689453,208.0,208.0399932861328,125059300.0,191.43409729003903,-8.653579975808686,-1.0
8,2016-06-15,"Positive PPI, Empire Data Ahead of Yellen Speech. ETF Preview: ETFs, Futures Rebound Ahead of Fed's Policy Statement, Yellen Press Conference. Relative Strength Alert For Pacira Pharmaceuticals. PDCO Dividend Yield Pushes Past 2%. 3 Consumer Stocks to Buy for Long-Lasting Endurance. Mid-Day ETF Update: ETFs, Stocks Higher But Remain Cautious Ahead of Fed Policy Statement. How Important Is Today's Fed Interest Rate Decision?",209.3600006103516,207.52999877929688,208.0399932861328,207.75,109124500.0,191.1672821044922,-8.826150058678968,-1.0
9,2016-06-16,"Esterline Technologies is Now Oversold (ESL). Oversold Conditions For Select Medical Holdings (SEM). Oversold Conditions For Bio-Rad Laboratories (BIO). Revlon is Now Oversold (REV). Euronav is Now Oversold (EURN). Korn/Ferry International is Now Oversold (KFY). Oversold Conditions For Churchill Downs (CHDN). Qiagen Enters Oversold Territory (QGEN). Notable ETF Inflow Detected - SPY, GE, AMZN, BRK.B. Jobless Claims Up to 277K, CPI & Philly Fed Better. ETF Preview: ETFs, Futures Back in Negative Territory as ""Brexit"" Fears Pick Up; Street Digests Economic Data. Thursday’s Vital Data: Twitter Inc (TWTR), Freeport-McMoRan Inc (FCX) and General Electric Company (GE). 3 Stocks to Watch on Thursday: Cavium Inc (CAVM), Yahoo! Inc. (YHOO) and Rite Aid Corporation (RAD). SPDR S&P 500 ETF Trust (SPY): How to Trade the Fed Here. QCOM Crosses Above 4% Yield Territory. Mid-Day ETF Update: ETFs, Stocks Lower for Sixth Straight Day as Brexit Worries Mount",208.57000732421875,205.58999633789062,207.75,208.3699951171875,149533100.0,191.73779296875,-8.35109593331958,-1.0
